card_id,target
C_ID_921501f964,-0.23756571
C_ID_269b943e42,-0.42567056
C_ID_5491f97f5b,-0.3879833
C_ID_455ce4c41d,-0.42567056
C_ID_2be43e1653,-0.33089876
C_ID_a408bd605b,-0.27498132
C_ID_714b329bdd,-0.3332591
C_ID_efbff9d1b5,-0.405885
C_ID_09cafca762,-0.3340248
C_ID_d8c0ac51ce,-0.3002137
C_ID_62dbfd9a6c,-0.34634668
C_ID_2824e2fd74,-0.3107025
C_ID_93e2ff674b,-0.40242642
C_ID_d64502030e,-0.38457674
C_ID_f2bd288e26,-0.3018051
C_ID_45556f3ea7,-0.42567056
C_ID_a775142412,-0.40262192
C_ID_0b96f21a9b,-0.38304314
C_ID_45f8ea1d84,-0.42567056
C_ID_397c023189,-0.34740815
C_ID_774b5689e4,-0.37852877
C_ID_13910a35b5,-0.38564956
C_ID_c15cd2c23d,-0.42567056
C_ID_39989a94a1,-0.34699577
C_ID_fb5077c004,-0.42567056
C_ID_a4a071c5ee,-0.2952209
C_ID_228f24532c,-0.40932378
C_ID_294ee3bc40,-0.2554467
C_ID_082a90250a,-0.42567056
C_ID_b7a4bbc986,-0.39766905
C_ID_ca86938d50,-0.26877415
C_ID_451249a6a5,-0.33696395
C_ID_7c42280144,-0.3472686
C_ID_7254ba0e8c,-0.41544792
C_ID_239d761fb0,-0.2992053
C_ID_b711e168c6,-0.25823063
C_ID_4da2bc2ff4,-0.38122687
C_ID_bb8b250f00,-0.42567056
C_ID_b1a3841f25,-0.35978928
C_ID_5741768f04,-0.38805735
C_ID_dcf7c0d544,-0.39503345
C_ID_9ca73d287d,-0.34613413
C_ID_7b7ad86720,-0.31597286
C_ID_eeb6936c8a,-0.31296983
C_ID_01e58e1475,-0.42567056
C_ID_6f2524b777,-0.39027265
C_ID_9d461c6be8,-0.31871814
C_ID_2914612529,-0.33575246
C_ID_aeac0559ba,-0.4097466
C_ID_99d39ba9bb,-0.35074285
C_ID_60b3c6cab0,-0.37235013
C_ID_61e2a67f64,-0.42567056
C_ID_c4016cedb6,-0.37195948
C_ID_96158aca96,-0.2753508
C_ID_4a1765c6eb,-0.36610392
C_ID_855069c78a,-0.38162908
C_ID_30e7f9973f,-0.42567056
C_ID_8a9a101878,-0.39132658
C_ID_b215311f0c,-0.3379828
C_ID_da4a5ddb41,-0.29888403
C_ID_4e9d9dc96f,-0.38776737
C_ID_c2f1235756,-0.31070986
C_ID_cfd617ca20,-0.2158894
C_ID_fd158a8b90,-0.17524064
C_ID_f399207fa5,-0.22598283
C_ID_c0c51726eb,-0.4218628
C_ID_b85131a715,-0.35759908
C_ID_318df666ff,-0.42567056
C_ID_fe882b6286,-0.41675588
C_ID_ab5527f8d5,-0.2256974
C_ID_10e8bad6be,-0.33601254
C_ID_5f08374905,-0.4218628
C_ID_499f64ab2f,-0.26484102
C_ID_fa4440fc26,-0.37179393
C_ID_2b829ea88e,-0.39967042
C_ID_d80ec7e6b6,-0.40262192
C_ID_d238a54df7,-0.403782
C_ID_9ac27a7252,-0.29988387
C_ID_ebc2c89a14,-0.37051734
C_ID_29832b6b3b,-0.34017646
C_ID_dddbe17046,-0.39794007
C_ID_199e85577d,-0.40554953
C_ID_a924c95c4b,-0.3317002
C_ID_7b237aca27,-0.3545677
C_ID_592bbf7867,-0.36985487
C_ID_42914a0548,-0.3679066
C_ID_472c8649be,-0.20222548
C_ID_32dd801576,-0.42567056
C_ID_a94702f113,-0.39283472
C_ID_2e411088fb,-0.2667471
C_ID_9e45bd14a3,-0.38112882
C_ID_66abc77bbe,-0.39584914
C_ID_315651f352,-0.37134796
C_ID_6eb6bd71ce,-0.18942222
C_ID_48be4e315b,-0.38115573
C_ID_972e6d157f,-0.42567056
C_ID_37449bf7cb,-0.33051747
C_ID_2ecb186168,-0.36661372
C_ID_8779228e9c,-0.38140973
C_ID_91894c722f,-0.38853303
C_ID_a3f7d95bcf,-0.3879833
C_ID_f9fea2c26f,-0.32566112
C_ID_7c4a264f20,-0.41732398
C_ID_35c31cfee9,-0.42368695
C_ID_c989389421,-0.3990479
C_ID_d0b1e081ad,-0.42293596
C_ID_bdbcf244bb,-0.21603721
C_ID_87f0b158ff,-0.39560592
C_ID_e892fd08ca,-0.4119485
C_ID_2a0935de18,-0.3744845
C_ID_55e96a8573,-0.38471782
C_ID_174b5fd9fa,-0.22094446
C_ID_2a18b3260d,-0.39565548
C_ID_2599c49e99,-0.42567056
C_ID_5375f8c99b,-0.30786723
C_ID_1ae4615f2a,-0.2531107
C_ID_d550b02ee9,-0.42567056
C_ID_addf1a4c0c,-0.41596952
C_ID_3f18aab480,-0.37600797
C_ID_622db2340c,-0.33815613
C_ID_5727414451,-0.42567056
C_ID_63eeb9570d,-0.3427785
C_ID_d70afc50ae,-0.3626653
C_ID_c94509792e,-0.31851116
C_ID_dc7fa0fa00,-0.32712188
C_ID_1926f1e972,-0.42567056
C_ID_fbd4ce8b5f,-0.31684858
C_ID_ba6c0d7231,-0.29666734
C_ID_209eb35bd1,-0.28286618
C_ID_c06a34f6bd,-0.18435456
C_ID_fe77927ee9,-0.42507043
C_ID_8477561513,-0.42567056
C_ID_2996cfbeff,-0.41112924
C_ID_f739543172,-0.33052054
C_ID_9af6cfa181,-0.42567056
C_ID_a711084de4,-0.38686904
C_ID_9a406a688f,-0.31492773
C_ID_7ff58a3325,-0.42567056
C_ID_75f07a95a9,-0.42567056
C_ID_5b35498d3c,-0.20434833
C_ID_8d12cafd3d,-0.22515486
C_ID_9b562a9153,-0.39200422
C_ID_7dadd2ac54,-0.33150357
C_ID_44d7273a1d,-0.38793436
C_ID_a49b0da556,-0.40023154
C_ID_12ef56c913,-0.26715237
C_ID_e25abab1a5,-0.4106001
C_ID_e8ba897977,-0.33595163
C_ID_6ae866ef3d,-0.30788207
C_ID_d3a09e8ff9,-0.42567056
C_ID_dbbec3bd85,-0.4197859
C_ID_34bd52bb03,-0.27731627
C_ID_eacd09ada0,-0.29817674
C_ID_232d4a4573,-0.34014615
C_ID_01b1ae17c6,-0.39038435
C_ID_b8d5ab4d99,-0.35895848
C_ID_f84bdc831b,-0.42567056
C_ID_b26e43cc24,-0.39953396
C_ID_7bdbc6091c,-0.39908993
C_ID_a92eee4ee3,-0.30349997
C_ID_2782044d79,-0.3500825
C_ID_bb30590dbc,-0.36494035
C_ID_29266e6a70,-0.37313643
C_ID_1776d88884,-0.34459585
C_ID_2cfd6127f6,-0.33489257
C_ID_6c8fe2b209,-0.42567056
C_ID_92c441002d,-0.42567056
C_ID_02c15a1bbe,-0.29925346
C_ID_cd2f3a87c7,-0.42567056
C_ID_ab87f7b17b,-0.32185143
C_ID_6fcdfb3473,-0.33193976
C_ID_ae16ac3eb6,-0.35454458
C_ID_338924405f,-0.42567056
C_ID_5d64f7f98a,-0.35542324
C_ID_1b0db818c5,-0.29590923
C_ID_8ee484b5fc,-0.31151137
C_ID_7eae8b4648,-0.28818578
C_ID_bc9aa1fab3,-0.42567056
C_ID_dd1390bee9,-0.3552812
C_ID_fc1283d963,-0.39214826
C_ID_c9e93d1370,-0.33853984
C_ID_1e863fd9ff,-0.37081918
C_ID_45c5786d37,-0.22619961
C_ID_d4e0a62436,-0.41529694
C_ID_a78736f2b1,-0.42567056
C_ID_1a90decdfd,-0.42567056
C_ID_82e9c7bbd2,-0.42567056
C_ID_ce23558a8b,-0.29126406
C_ID_500db74328,-0.35084972
C_ID_1d029a7860,-0.42567056
C_ID_da6823854f,-0.42567056
C_ID_44ffe942cf,-0.35621983
C_ID_1f2ee8bbbd,-0.42567056
C_ID_625afe9c87,-0.36147463
C_ID_3d4fd1db56,-0.41596952
C_ID_07c25c3ac1,-0.42293596
C_ID_645765cd22,-0.37117076
C_ID_9980b7e1da,-0.26088262
C_ID_2ad24e49ed,-0.3863604
C_ID_0e5c7ccd9a,-0.3275544
C_ID_4e343bb1fd,-0.36798298
C_ID_b4b5e9df12,-0.3419783
C_ID_682c3fe5d7,-0.399181
C_ID_fcb9c84a7d,-0.42567056
C_ID_752a95fe42,-0.37426224
C_ID_b973cc84c4,-0.42567056
C_ID_a850223d82,-0.20091142
C_ID_08262ac483,-0.22324008
C_ID_f9b68c45d2,-0.42567056
C_ID_a704eca05b,-0.37035513
C_ID_9eb1d937a2,-0.29741502
C_ID_135649b166,-0.35496646
C_ID_b2d980f5d7,-0.27808797
C_ID_2ce6f0213e,-0.42293596
C_ID_4b99926078,-0.42567056
C_ID_015e0bfe36,-0.37191272
C_ID_8b336e4128,-0.42567056
C_ID_41018cf98a,-0.3117261
C_ID_decd1586f0,-0.28369948
C_ID_9aa2e04fab,-0.42567056
C_ID_52fb07a8c6,-0.40999234
C_ID_a45bfa5cc5,-0.31722656
C_ID_1f46e7303d,-0.29730755
C_ID_f388cb3a3b,-0.42567056
C_ID_f9ced04b89,-0.27385595
C_ID_0a62ea559d,-0.2562804
C_ID_b4fa95bba6,-0.3509822
C_ID_9503fa5234,-0.32164758
C_ID_157875963b,-0.30876356
C_ID_362e6d1586,-0.36212796
C_ID_a60c0bf58e,-0.35770524
C_ID_510fea08bd,-0.34189025
C_ID_a5daeffe09,-0.38995442
C_ID_ad7e18bff4,-0.42556828
C_ID_a1cafed60d,-0.35422218
C_ID_9b53666ce1,-0.3994735
C_ID_2b231d5698,-0.42567056
C_ID_e067b15963,-0.42567056
C_ID_26a456c134,-0.39343402
C_ID_14e6b40ba5,-0.29987392
C_ID_8481140792,-0.4099553
C_ID_a7876c4337,-0.37377578
C_ID_4ea33363eb,-0.22715098
C_ID_65ac64fe17,-0.34626314
C_ID_cbc2041161,-0.27239898
C_ID_3fe56aec07,-0.40742922
C_ID_1d95949ed1,-0.41077286
C_ID_289ae8d192,-0.42567056
C_ID_8ea5286931,-0.42567056
C_ID_4567186799,-0.4218628
C_ID_39e5f24357,-0.327467
C_ID_9b5c8b7303,-0.3788414
C_ID_1b801c6bc1,-0.30370963
C_ID_f2c5c13f5f,-0.2748056
C_ID_2d26bb463d,-0.38139212
C_ID_34cbcd562a,-0.4249299
C_ID_911dce6494,-0.32288012
C_ID_748b7a0c0e,-0.37173364
C_ID_e455675cd4,-0.35378087
C_ID_99f3828ae6,-0.3738872
C_ID_190bd090c9,-0.40262192
C_ID_44c75262f4,-0.3942442
C_ID_0a948412d7,-0.36501458
C_ID_dedf6e406b,-0.28458652
C_ID_04725e310f,-0.38256395
C_ID_3260e7e7ac,-0.26636058
C_ID_b2e42f34e2,-0.40646136
C_ID_04e5f1d8bc,-0.096339464
C_ID_d535df2110,-0.39565548
C_ID_b49c48898d,-0.42567056
C_ID_e01771837c,-0.3522972
C_ID_ad583446b3,-0.42293596
C_ID_98b09878f6,-0.4108435
C_ID_37e448fca9,-0.3588131
C_ID_d6b6ca5de7,-0.42567056
C_ID_c9bb5f2bc4,-0.363347
C_ID_68fbacfc41,-0.39479446
C_ID_53b46695e4,-0.32174578
C_ID_03774babbb,-0.42567056
C_ID_8e477d1220,-0.31485
C_ID_08b447354d,-0.3554926
C_ID_989f407471,-0.36987057
C_ID_e6fb203d76,-0.3600119
C_ID_59fb718aed,-0.32331303
C_ID_ce5817becf,-0.2882193
C_ID_7132f2c46a,-0.39565548
C_ID_20cd1b5a1e,-0.3658022
C_ID_ccb8f80309,-0.19371466
C_ID_8f36c16477,-0.42567056
C_ID_4387e21613,-0.14055064
C_ID_bb7b6fb461,-0.33881935
C_ID_c5a8414d34,-0.39396447
C_ID_858034768d,-0.29682812
C_ID_d8b389b7c1,-0.3311047
C_ID_40766ab42c,-0.42567056
C_ID_f66658910c,-0.3113157
C_ID_cfe216bd69,-0.42567056
C_ID_4e8f2b5d1f,-0.32264093
C_ID_c91fcabd6a,-0.42567056
C_ID_c434e7b23b,-0.36530972
C_ID_eb2424af6d,-0.40725684
C_ID_c0703eb592,-0.40306103
C_ID_9a4d590a31,-0.40447405
C_ID_a5d5925e78,-0.42567056
C_ID_32662a0a16,-0.30342633
C_ID_6441fbf8d9,-0.42293596
C_ID_e355eb62f7,-0.39565548
C_ID_f4629ac3c3,-0.40512088
C_ID_2d15ed45ba,-0.3313025
C_ID_f6b8c60daa,-0.3093359
C_ID_777b069940,-0.35292846
C_ID_4239716142,-0.30076885
C_ID_8a0d2b6096,-0.42567056
C_ID_f24b9ae496,-0.3668611
C_ID_29d75392b4,-0.31339517
C_ID_565dbb95a2,-0.37985992
C_ID_3e58537a5b,-0.38809437
C_ID_9a8c79c482,-0.25716633
C_ID_99bf6f1112,-0.41805795
C_ID_d1811635d2,-0.40573135
C_ID_b44e995f87,-0.39247745
C_ID_74bb55c1ed,-0.42567056
C_ID_9d4308d65d,-0.39565548
C_ID_bc854c888f,-0.37404764
C_ID_9432d0f166,-0.35700637
C_ID_cd44800666,-0.39649415
C_ID_fd4ae4b09c,-0.36649263
C_ID_eea1ab5c3a,-0.32374704
C_ID_dba92bebbf,-0.37668905
C_ID_8ebb69ee00,-0.42567056
C_ID_62e7c18e45,-0.3684897
C_ID_c8b0a7e29e,-0.42567056
C_ID_dbd8954c5f,-0.07154849
C_ID_da10d78608,-0.3120948
C_ID_80ac7e6145,-0.3447409
C_ID_37227f8e43,-0.37520877
C_ID_5f122c10d1,-0.42567056
C_ID_f8949f978f,-0.40848598
C_ID_79896fd267,-0.29152077
C_ID_fcd6372ff5,-0.40262192
C_ID_0b8c479b6f,-0.4218628
C_ID_7a0f6a81f3,-0.35687217
C_ID_f66d1a6269,-0.3700775
C_ID_c1b701285d,-0.38274664
C_ID_0104be0dfd,-0.38183698
C_ID_3aa3f543c4,-0.42293596
C_ID_acf91f14a9,-0.42567056
C_ID_8d14058859,-0.38790637
C_ID_105e66541f,-0.42567056
C_ID_d89869704f,-0.29260558
C_ID_6df7afa548,-0.42567056
C_ID_4ffe344aca,-0.4096928
C_ID_52bd5a0be9,-0.42567056
C_ID_5477b56d2c,-0.3407563
C_ID_4c43bf9050,-0.40485543
C_ID_a70ea6f32e,-0.37721583
C_ID_f5dc5fdd0a,-0.34508616
C_ID_5f59ec4da9,-0.40262192
C_ID_a8cc6675fa,-0.42567056
C_ID_1462ac924a,-0.3975677
C_ID_e33c822c56,-0.42567056
C_ID_c1fa74c0aa,-0.42184743
C_ID_13ca98b6a7,-0.42567056
C_ID_4f9a47a0bb,-0.36270624
C_ID_df0a0c5e90,-0.36967614
C_ID_9a3cd0cd7a,-0.35279286
C_ID_ff917b527d,-0.31633034
C_ID_d27bbc4f36,-0.39548898
C_ID_655d4d5a72,-0.2608838
C_ID_cb18a54bda,-0.3266422
C_ID_8787d4761e,-0.38556445
C_ID_56483a4b6f,-0.40723726
C_ID_2f913ca9b6,-0.38310406
C_ID_96bf78b0e3,-0.4026988
C_ID_d09b4e563d,-0.40179163
C_ID_7b73ece550,-0.42567056
C_ID_cfe835e713,-0.31242362
C_ID_fabbda28e5,-0.32505137
C_ID_12414ded31,-0.32735205
C_ID_66f4edc722,-0.38616344
C_ID_3d4f67736f,-0.39565548
C_ID_76ca68c977,-0.4130527
C_ID_d1f058afa5,-0.42567056
C_ID_b3de4355bd,-0.37512016
C_ID_96d8ddb2af,-0.34166908
C_ID_3bad553864,-0.42567056
C_ID_773ea56a13,-0.40568957
C_ID_c57b66d1f8,-0.42567056
C_ID_06730cb40e,-0.3574601
C_ID_41e2107f05,-0.41527352
C_ID_4e2d056631,-0.42567056
C_ID_2d1d1a0127,-0.2906131
C_ID_9b238cd5b0,-0.42567056
C_ID_e5ab0a27fd,-0.35497656
C_ID_26eb077496,-0.33814242
C_ID_e3583272c2,-0.3195631
C_ID_d1f4ccda20,-0.38162082
C_ID_185c1f2a75,-0.42565468
C_ID_32f43eee15,-0.35230222
C_ID_71211abd4f,-0.24942844
C_ID_5357078b1c,-0.36837098
C_ID_74c59901fe,-0.42567056
C_ID_3032eda3c6,-0.37413675
C_ID_1914a307da,-0.34167314
C_ID_c2be826be5,-0.39505053
C_ID_5fe2d5b320,-0.3419269
C_ID_8645fa0eec,-0.21800044
C_ID_f03c9eb6e3,-0.3291698
C_ID_bcf36b5f74,-0.2898351
C_ID_a7732e628a,-0.40152884
C_ID_59a2e48a49,-0.42567056
C_ID_cf9de90749,-0.37819254
C_ID_8e333f4a54,-0.40275005
C_ID_b58247e0c8,-0.33202183
C_ID_8598dc6e74,-0.4127259
C_ID_e91fe07ac0,-0.29148328
C_ID_d478362def,-0.24634546
C_ID_f919374cb3,-0.40207982
C_ID_bf5bf22f37,-0.33617485
C_ID_ccfc358644,-0.3178451
C_ID_0b4b5dce5b,-0.42567056
C_ID_24685995c1,-0.38397762
C_ID_cc83f79c33,-0.3643908
C_ID_6650b0a2ab,-0.38514456
C_ID_ca8135973f,-0.33263478
C_ID_150d2557a4,-0.22364444
C_ID_6502170eb4,-0.41438586
C_ID_0cb08a3546,-0.42567056
C_ID_9f790f520e,-0.25485057
C_ID_9f1c2c1683,-0.30226675
C_ID_21f73f8afc,-0.42444864
C_ID_e966f64935,-0.4201254
C_ID_d6c9cd4a63,-0.33293968
C_ID_61aa0c9bbd,-0.36873853
C_ID_7a93efcdcb,-0.37712714
C_ID_b7db09d6e2,-0.24349098
C_ID_6739516671,-0.31821895
C_ID_3882244a34,-0.31118745
C_ID_c328bcb943,-0.40262192
C_ID_d143214ee4,-0.3831067
C_ID_44b1ee1826,-0.37153542
C_ID_a090313801,-0.34956694
C_ID_90e9521f03,-0.40744004
C_ID_d2fe7ebc5a,-0.23669873
C_ID_d774ac7f9d,-0.3719519
C_ID_f8c2ca8739,-0.35190165
C_ID_7075cedb77,-0.42567056
C_ID_3545d75bcf,-0.42567056
C_ID_e3c9654008,-0.27110016
C_ID_d2dc2a36ae,-0.40405473
C_ID_891597f500,-0.42567056
C_ID_235f77eec6,-0.339275
C_ID_113fcce88a,-0.3038289
C_ID_95192acd2c,-0.42567056
C_ID_f052c5f421,-0.40438017
C_ID_b94cc16b4a,-0.42567056
C_ID_7125fd1e6d,-0.40302634
C_ID_e6234dd76b,-0.2590701
C_ID_0f1ad11d70,-0.38357267
C_ID_1563153de0,-0.42567056
C_ID_d932cdc154,-0.37604877
C_ID_33ccc5c65e,-0.29200011
C_ID_d6a00fbf38,-0.2526212
C_ID_6058067870,-0.38612506
C_ID_8e945c173a,-0.36835152
C_ID_0398ef94d2,-0.42293596
C_ID_9c64a1dc0e,-0.33470848
C_ID_f2c4ea2291,-0.394875
C_ID_a8ee5c7901,-0.42567056
C_ID_5afe9403ba,-0.29596353
C_ID_eb49512e2b,-0.42567056
C_ID_baf503d729,-0.42567056
C_ID_57f572fc17,-0.4065905
C_ID_88bf9ecb05,-0.42567056
C_ID_7a84388c2e,-0.31438965
C_ID_9e2ae820fd,-0.39720896
C_ID_a3651ccc07,-0.34875268
C_ID_1dd0d8fd5d,-0.42375198
C_ID_7d468dff3b,-0.40262192
C_ID_6f96b7c8c9,-0.42567056
C_ID_4c7a7e6b5e,-0.37538788
C_ID_f9354f4ac6,-0.35371834
C_ID_20775f19dd,-0.42567056
C_ID_5c4ddb8192,-0.2993452
C_ID_c70b3f394e,-0.35542724
C_ID_f795dd769e,-0.36805403
C_ID_4162bfaf85,-0.37150875
C_ID_26fc48d83e,-0.4090265
C_ID_04891eef84,-0.3532375
C_ID_bcce3440b4,-0.42198992
C_ID_cb83a887c9,-0.42567056
C_ID_eb67357da0,-0.34191495
C_ID_fa620cc4d9,-0.36555105
C_ID_639f8f1131,-0.42567056
C_ID_110bd54ad0,-0.42567056
C_ID_11556e6c1f,-0.42567056
C_ID_778e65ea1a,-0.34579554
C_ID_53dfd5b89b,-0.42567056
C_ID_08c0519d37,-0.38960135
C_ID_8be83a868b,-0.2247036
C_ID_f066af50be,-0.41295278
C_ID_67c7df6522,-0.42567056
C_ID_db06efcf39,-0.3561841
C_ID_30d2d3bd48,-0.42567056
C_ID_0976ee15cb,-0.37161946
C_ID_396b8c334a,-0.41117024
C_ID_a2ac968486,-0.42567056
C_ID_6b931dec91,-0.42567056
C_ID_64948583fd,-0.40262192
C_ID_81ea3e3370,-0.3707371
C_ID_d7fc22c779,-0.25404954
C_ID_7081ed301d,-0.4218628
C_ID_11ea9d31d8,-0.24018332
C_ID_fafb0c9e49,-0.4177194
C_ID_3ba1314a75,-0.42567056
C_ID_7bc67c4a93,-0.42567056
C_ID_0df78db1e3,-0.34889954
C_ID_26993f3955,-0.31478667
C_ID_e8b1ff26b2,-0.38437256
C_ID_0e54676fb1,-0.35017246
C_ID_3ab9c2d840,-0.42567056
C_ID_ec3ca88720,-0.32003
C_ID_57d2c8bad1,-0.3428954
C_ID_7ca30cc1f9,-0.34037587
C_ID_0ff0cb3ff4,-0.41524628
C_ID_607686fe46,-0.28846687
C_ID_ff308d8a33,-0.24569342
C_ID_6aa2f91572,-0.31326485
C_ID_671b67a38f,-0.3826854
C_ID_314257185c,-0.42567056
C_ID_43a416766b,-0.42567056
C_ID_aa9a1b6c75,-0.42567056
C_ID_00117f101b,-0.37626538
C_ID_f9053aee4d,-0.38231832
C_ID_9bf2c180d9,-0.41028896
C_ID_640093de39,-0.42567056
C_ID_1e4221e665,-0.42567056
C_ID_058d1a25c9,-0.29413587
C_ID_391f056eae,-0.39746884
C_ID_9aa59fc800,-0.42567056
C_ID_188cc28568,-0.41596952
C_ID_8de7d976dd,-0.3345837
C_ID_cf7c1266ea,-0.42293596
C_ID_bc21078296,-0.42559573
C_ID_81c8524e29,-0.37253535
C_ID_d724941eeb,-0.39133614
C_ID_99da128f5e,-0.35767782
C_ID_abade0a623,-0.27620354
C_ID_719b6b86d2,-0.4110003
C_ID_a47b450c6e,-0.39729664
C_ID_c9248cd7da,-0.29057282
C_ID_af23c07a70,-0.22123744
C_ID_2b6f4a90ed,-0.42563245
C_ID_b5be0d8748,-0.37550634
C_ID_c22d255e18,-0.24900924
C_ID_9c13b546a2,-0.36585918
C_ID_a7a06c92fe,-0.4076742
C_ID_7127fdcd89,-0.42392126
C_ID_99674d5a08,-0.41077286
C_ID_058b254a5b,-0.3879833
C_ID_56dbf1eb5d,-0.34445798
C_ID_24a8c7cbbd,-0.35992083
C_ID_f46945dee3,-0.4062132
C_ID_699a00e95e,-0.41596952
C_ID_37072c260d,-0.4046398
C_ID_fec780324a,-0.42567056
C_ID_09e3ca9ca2,-0.42567056
C_ID_7e4546e4b6,-0.29265192
C_ID_fb4dbd17bf,-0.42567056
C_ID_85f7dff810,-0.3691228
C_ID_36bbdc25eb,-0.424257
C_ID_193c0977db,-0.41596952
C_ID_0cc488115f,-0.39455485
C_ID_9bdcca1af9,-0.39759985
C_ID_cff57364ae,-0.3881267
C_ID_074955b1f2,-0.3848606
C_ID_874ef8c396,-0.25248685
C_ID_ff0f579c82,-0.26283628
C_ID_73270266d2,-0.39422333
C_ID_c060edfd15,-0.3562475
C_ID_6dc682bdba,-0.42567056
C_ID_cc3b8b21b0,-0.3733452
C_ID_a374274084,-0.2908067
C_ID_1e94c26b03,-0.39351997
C_ID_8c9e8796b2,-0.25780827
C_ID_21c32dcbc2,-0.3738683
C_ID_c0b43f1827,-0.30095422
C_ID_7339dbf136,-0.22097562
C_ID_35e99d5f66,-0.34123024
C_ID_0840f5771c,-0.413342
C_ID_c21ce5c767,-0.39026073
C_ID_966abe9d41,-0.3631537
C_ID_e742c33137,-0.4113595
C_ID_19679371fb,-0.37069452
C_ID_914f457a70,-0.39392418
C_ID_82bedb8927,-0.4136285
C_ID_e333b9959c,-0.40262192
C_ID_0e88a12cf0,-0.3263564
C_ID_e218e9a1f6,-0.42567056
C_ID_a346cac6e9,-0.18746756
C_ID_ca4d52cf2e,-0.41971526
C_ID_ed812c2363,-0.3758281
C_ID_40dbe24407,-0.42567056
C_ID_a881e30a53,-0.3207224
C_ID_eff6eb5a17,-0.33519557
C_ID_d128d81f17,-0.36963814
C_ID_699f07e2ce,-0.42567056
C_ID_e98a48a2dd,-0.40712756
C_ID_b883017666,-0.4218628
C_ID_2957e16d12,-0.3499936
C_ID_675466e4e2,-0.42567056
C_ID_ae68910f9e,-0.3929525
C_ID_ef1d6a6d9f,-0.41596952
C_ID_4f0baa1e43,-0.35717106
C_ID_d8862ef4e0,-0.34592387
C_ID_3bd52ae35a,-0.37762767
C_ID_abc733a397,-0.42567056
C_ID_c3102dd157,-0.31082934
C_ID_83701b5241,-0.42567056
C_ID_ece49b05d2,-0.41242042
C_ID_b796826ae7,-0.27493626
C_ID_62d1d69ecc,-0.39637008
C_ID_6d1c4b2129,-0.230639
C_ID_86e2f6a7dd,-0.42293596
C_ID_6ee30d37a0,-0.35571328
C_ID_9a4e656140,-0.39941782
C_ID_9bbffbbc47,-0.2335373
C_ID_cf21eaa8ee,-0.42293596
C_ID_b3f3420cba,-0.27341193
C_ID_2ed87684a9,-0.3724041
C_ID_7976fb470b,-0.33775145
C_ID_2258d93470,-0.3607254
C_ID_46a96eeb4c,-0.4094031
C_ID_f04951e9f1,-0.37286663
C_ID_81d3908e5c,-0.36822605
C_ID_67f5ac9ef5,-0.33110783
C_ID_aba31c5ee9,-0.3966067
C_ID_67873beb43,-0.42161664
C_ID_b6e80f5030,-0.42567056
C_ID_abb5582c8d,-0.31203243
C_ID_df0b41761b,-0.409626
C_ID_f17961ba80,-0.31296352
C_ID_86b3e0a987,-0.42567056
C_ID_25df4fa561,-0.3227851
C_ID_466f74d328,-0.40330935
C_ID_c3b2620cb0,-0.38305035
C_ID_9cd82f5c7c,-0.28503132
C_ID_beb9c8078a,-0.33972606
C_ID_cc1039532d,-0.42567056
C_ID_764971e923,-0.3384839
C_ID_ed427c17b7,0.006865591
C_ID_be488ff6b5,-0.42567056
C_ID_09a62df972,-0.42567056
C_ID_0e5d1f9b70,-0.35574415
C_ID_8f0345c5de,-0.41807413
C_ID_36b48d00f3,-0.41596952
C_ID_718ede1c95,-0.39499506
C_ID_684ef71af3,-0.42567056
C_ID_da9c140609,-0.30388328
C_ID_d2b5083791,-0.31723124
C_ID_2e69d1e0b7,-0.39512476
C_ID_af2b756314,-0.3791372
C_ID_ea9cb60b08,-0.42567056
C_ID_900f62c6f6,-0.3123809
C_ID_c4bfc3c7ee,-0.42567056
C_ID_856321c5d1,-0.37654012
C_ID_578108eed1,-0.37752533
C_ID_d155b15c69,-0.4094061
C_ID_42ce193f79,-0.2945953
C_ID_cdd690a85d,-0.42567056
C_ID_7835bf1b07,-0.42567056
C_ID_dd9de32fdb,-0.3460761
C_ID_4afa23e3d2,-0.3041851
C_ID_9f1fc57873,-0.3909617
C_ID_d58695d393,-0.42293596
C_ID_df063abf7a,-0.24091785
C_ID_e5f3597ae4,-0.37557355
C_ID_093dd8531c,-0.33084813
C_ID_2366bf9aea,-0.42567056
C_ID_e1168c6e4d,-0.34975752
C_ID_61a997ade4,-0.42567056
C_ID_ff2e04fd8f,-0.42293596
C_ID_e2d2d2862b,-0.42567056
C_ID_e32b045124,-0.33936274
C_ID_df21c27222,-0.30255443
C_ID_f83a5dd553,-0.35104153
C_ID_c75a4de8d1,-0.42567056
C_ID_8d2d4f39e0,-0.29331648
C_ID_91ff98f8b9,-0.1851856
C_ID_2a54adcf8c,-0.42567056
C_ID_a146b1038c,-0.26554924
C_ID_505eab5fd9,-0.37154794
C_ID_39551ba2ab,-0.37238184
C_ID_8e860b8498,-0.3895431
C_ID_efc8dd20d9,-0.42567056
C_ID_b2575566c9,-0.30970356
C_ID_31f13bddd2,-0.40262192
C_ID_87cb41baa9,-0.38676423
C_ID_7beeb5db59,-0.27229172
C_ID_8eb3fd903f,-0.20118205
C_ID_2c28161941,-0.32645616
C_ID_02245f960e,-0.42567056
C_ID_f472f5a207,-0.3826069
C_ID_0062e8786d,-0.35748783
C_ID_ef30d1d0dd,-0.29426146
C_ID_1f9693aef6,-0.32825583
C_ID_cc36b75d33,-0.30100027
